"('nursing', 'process')","113"
"('nursing', 'science')","69"
"('nursing', 'care')","61"
"('health', 'care')","59"
"('maslows', 'hierarchy')","52"
"('theory', 'clinical')","32"
"('health', 'wellness')","29"
"('professional', 'standards')","27"
"('hierarchy', 'human')","27"
"('human', 'needs')","27"
"('pharmacological', 'principles')","27"
"('care', 'adult')","27"
"('wellness', 'will')","26"
"('builds', 'upon')","26"
"('clinical', 'experiences')","26"
"('settings', 'will')","25"
"('hierarchy', 'needs')","25"
"('integrates', 'components')","24"
"('risk', 'factors')","24"
"('factors', 'affecting')","24"
"('assess', 'analyze')","24"
"('discussed', 'builds')","24"
"('upon', 'concepts')","24"
"('concepts', 'introduced')","24"
"('standards', 'patient')","24"
"('patient', 'advocacy')","24"
"('effective', 'communication')","24"
"('communication', 'collaboration')","24"
"('collaboration', 'members')","24"
"('implement', 'nursing')","24"
"('acute', 'care')","23"
"('mental', 'health')","22"
"('health', 'patterns')","22"
"('components', 'theory')","21"
"('clinical', 'simulation')","21"
"('simulation', 'focus')","21"
"('will', 'assessment')","21"
"('assessment', 'risk')","21"
"('patients', 'health')","21"
"('integrate', 'maslows')","21"
"('care', 'pharmacological')","21"
"('principles', 'specific')","21"
"('will', 'implement')","21"
"('analyze', 'prioritize')","21"
"('will', 'discussed')","21"
"('care', 'settings')","20"
"('legalethical', 'issues')","20"
"('introduced', 'nursing')","20"
"('utilizing', 'nursing')","20"
"('functional', 'health')","20"
"('process', 'maslows')","19"
"('client', 'care')","19"
"('spiritualcultural', 'diversity')","18"
"('focus', 'evidencebased')","18"
"('affecting', 'patients')","18"
"('advocacy', 'spiritualcultural')","18"
"('diversity', 'legalethical')","18"
"('issues', 'effective')","18"
"('process', 'integrate')","18"
"('needs', 'concepts')","18"
"('concepts', 'assess')","18"
"('plan', 'nursing')","18"
"('team', 'will')","18"
"('developmental', 'theory')","18"
"('gordons', 'functional')","18"
"('critical', 'thinking')","17"
"('older', 'adult')","17"
"('will', 'learn')","17"
"('adult', 'client')","17"
"('care', 'team')","16"
