"('nursing', 'assistant')","644"
"('certified', 'nursing')","584"
"('patient', 'care')","559"
"('medical', 'assistant')","433"
"('personal', 'care')","418"
"('home', 'health')","340"
"('health', 'care')","331"
"('home', 'care')","327"
"('caregivers', 'provide')","270"
"('care', 'clients')","270"
"('occupational', 'therapy')","257"
"('therapy', 'assistant')","239"
"('assisted', 'living')","226"
"('daily', 'living')","221"
"('physical', 'therapist')","221"
"('occupational', 'therapist')","220"
"('physical', 'therapy')","206"
"('skilled', 'nursing')","198"
"('drivers', 'license')","192"
"('care', 'support')","182"
"('chest', 'xray')","175"
"('senior', 'care')","173"
"('professional', 'references')","167"
"('therapist', 'assistant')","165"
"('nonmedical', 'care')","162"
"('vital', 'signs')","159"
"('nurse', 'assistant')","158"
"('certified', 'occupational')","153"
"('care', 'services')","152"
"('quality', 'care')","151"
"('provide', 'care')","151"
"('assistant', 'cna')","148"
"('equal', 'employer')","147"
"('nursing', 'assistants')","146"
"('certified', 'nurse')","143"
"('even', 'better')","143"
"('activities', 'daily')","142"
"('specific', 'conditions')","142"
"('california', 'drivers')","139"
"('care', 'area')","139"
"('much', 'more')","137"
"('older', 'adults')","137"
"('hear', 'you')","136"
"('provide', 'nonmedical')","136"
"('years', 'older')","136"
"('possible', 'care')","136"
"('care', 'attendant')","135"
"('requirements', 'years')","135"
"('health', 'based')","135"
"('tuberculosis', 'test')","135"
"('care', 'visit')","135"
"('additional', 'hours')","135"
"('honors', 'caregivers')","134"
"('caregivers', 'job')","134"
"('job', 'why')","134"
"('why', 'treat')","134"
"('treat', 'caregivers')","134"
"('caregivers', 'true')","134"
"('true', 'professionals')","134"
"('professionals', 'thats')","134"
"('thats', 'care')","134"
"('care', 'pros')","134"
"('pros', 'performance')","134"
"('performance', 'convenient')","134"
"('convenient', 'flexible')","134"
"('flexible', 'jobs')","134"
"('jobs', 'provide')","134"
"('provide', 'realtime')","134"
"('realtime', 'information')","134"
"('information', 'need')","134"
"('need', 'care')","134"
"('clients', 'believe')","134"
"('believe', 'happy')","134"
"('happy', 'caregivers')","134"
"('care', 'committed')","134"
"('committed', 'offering')","134"
"('offering', 'possible')","134"
"('clients', 'its')","134"
"('its', 'surprise')","134"
"('surprise', 'honor')","134"
"('honor', 'growing')","134"
"('growing', 'home')","134"
"('area', 'honor')","134"
"('honor', 'employee')","134"
"('employee', 'performance')","134"
"('performance', '1418hour')","134"
"('1418hour', 'available')","134"
"('available', 'overtime')","134"
"('overtime', '15x')","134"
"('15x', 'times')","134"
"('times', 'rate')","134"
"('rate', 'harder')","134"
"('harder', 'serve')","134"
"('serve', 'clients')","134"
"('clients', 'strong')","134"
"('strong', 'performance')","134"
"('performance', 'choice')","134"
"('choice', 'jobs')","134"
"('jobs', 'using')","134"
"('using', 'phone')","134"
"('phone', 'immediately')","134"
"('immediately', 'pick')","134"
"('pick', 'based')","134"
"('based', 'availability')","134"
"('availability', 'convenience')","134"
"('convenience', 'areas')","134"
"('areas', 'agency')","134"
"('agency', 'large')","134"
"('large', 'client')","134"
"('client', 'base')","134"
"('base', 'allows')","134"
"('allows', 'closer')","134"
"('closer', 'home')","134"
"('home', 'additional')","134"
"('hours', 'youd')","134"
"('youd', 'work')","134"
"('work', 'problem')","134"
"('problem', '247')","134"
"('247', 'care')","134"
"('support', 'line')","134"
"('line', 'tools')","134"
"('tools', 'well')","134"
"('well', 'caregiver')","134"
"('caregiver', 'tells')","134"
"('tells', 'everything')","134"
"('everything', 'need')","134"
"('need', 'know')","134"
"('know', 'clients')","134"
"('clients', 'training')","134"
"('training', 'reminders')","134"
"('reminders', 'specific')","134"
"('conditions', 'lets')","134"
"('lets', 'write')","134"
"('write', 'notes')","134"
"('notes', 'care')","134"
"('visit', 'clients')","134"
"('clients', 'great')","134"
"('great', 'feedback')","134"
"('feedback', 'youand')","134"
"('youand', 'much')","134"
"('more', 'benefits')","134"
"('benefits', 'health')","134"
"('based', 'weekly')","134"
"('weekly', 'deposits')","134"
"('deposits', 'generous')","134"
"('generous', 'program')","134"
"('program', 'were')","134"
"('were', 'for')","134"
"('for', 'honor')","134"
"('honor', 'amazing')","134"
"('amazing', 'caregivers')","134"
"('care', 'older')","134"
"('adults', 'caregiving')","134"
"('caregiving', 'compassionate')","134"
"('compassionate', 'patient')","134"
"('patient', 'caring')","134"
"('caring', 'reliable')","134"
"('reliable', 'feel')","134"
"('feel', 'calling')","134"
"('calling', 'help')","134"
"('help', 'others')","134"
"('others', 'wed')","134"
"('wed', 'hear')","134"
"('you', 'requirements')","134"
"('older', 'california')","134"
"('license', 'months')","134"
"('months', 'caregiving')","134"
"('caregiving', 'following')","134"
"('following', 'certifications')","134"
"('certifications', 'cna')","134"
"('cna', 'professional')","134"
"('references', 'senior')","134"
"('care', 'negative')","134"
"('negative', 'tuberculosis')","134"
"('test', 'tb')","134"
"('tb', 'chest')","134"
"('xray', 'this')","134"
"('this', 'skills')","134"
"('skills', 'qualities')","134"
"('qualities', 'lifting')","134"
"('lifting', 'transferring')","134"
"('transferring', 'adults')","134"
"('adults', 'diaper')","134"
"('diaper', 'brief')","134"
"('brief', 'changing')","134"
"('changing', 'bathing')","134"
"('bathing', 'toileting')","134"
"('toileting', 'punctual')","134"
"('punctual', 'reliable')","134"
"('reliable', 'professional')","134"
"('professional', 'hca')","134"
"('hca', 'even')","134"
"('better', 'questions')","134"
"('questions', 'give')","134"
"('give', '4153600078')","134"
"('4153600078', 'help')","134"
"('help', 'thank')","134"
"('thank', 'caring')","134"
"('acute', 'care')","133"
"('registered', 'nurse')","131"
"('assistant', 'certified')","129"
"('caring', 'honors')","128"
"('feldcare', 'connects')","127"
"('policies', 'procedures')","126"
"('national', 'origin')","125"
"('make', 'difference')","122"
"('join', 'team')","121"
"('therapy', 'services')","121"
"('care', 'team')","118"
"('current', 'certification')","117"
"('assistant', 'home')","114"
"('nursing', 'care')","113"
"('assistant', 'program')","110"
"('team', 'members')","105"
"('medical', 'record')","105"
"('duties', 'assigned')","104"
"('care', 'aide')","101"
"('heart', 'association')","100"
"('private', 'duty')","100"
"('flexible', 'schedules')","95"
"('communication', 'skills')","93"
"('entry', 'level')","93"
"('within', 'last')","92"
"('attendant', 'personal')","92"
"('american', 'heart')","91"
"('long', 'term')","87"
"('scope', 'practice')","86"
"('training', 'program')","85"
"('career', 'growth')","84"
"('difference', 'lives')","84"
"('high', 'equivalent')","84"
"('quality', 'life')","84"
"('assistant', 'certification')","82"
"('background', 'check')","82"
"('wellness', 'benefits')","82"
"('competitive', 'wages')","81"
"('certified', 'medical')","81"
"('plan', 'care')","81"
"('rewards', 'program')","81"
"('without', 'regard')","80"
"('nurses', 'aide')","79"
"('patients', 'families')","77"
"('interested', 'hearing')","77"
"('unlock', 'potential')","76"
"('medical', 'dental')","75"
"('total', 'rewards')","75"
"('running', 'errands')","74"
"('state', 'california')","73"
"('care', 'provider')","73"
"('protected', 'veteran')","72"
"('health', 'information')","72"
"('teammates', 'residents')","72"
"('term', 'care')","71"
"('longterm', 'care')","71"
"('medical', 'foundation')","71"
"('consideration', 'employment')","70"
"('employment', 'without')","69"
"('essential', 'functions')","69"
"('qualified', 'receive')","68"
"('receive', 'consideration')","68"
"('continuing', 'education')","68"
"('united', 'health')","68"
"('medical', 'center')","66"
"('assistant', 'license')","66"
"('health', 'aide')","66"
"('assisting', 'patient')","66"
"('recognized', 'nations')","66"
"('care', 'staffing')","65"
"('life', 'support')","64"
"('health', 'insurance')","64"
"('dignity', 'health')","64"
"('please', 'visit')","64"
"('tech', 'medical')","64"
"('employer', 'qualified')","63"
"('growth', 'opportunities')","63"
"('healthcare', 'provider')","63"
"('care', 'needs')","62"
"('performs', 'duties')","62"
